Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
171,29,S-23,"-85.3308306658746, 35.02555766115, -85.333281247451, 35.021313129351654, -85.33818241060374, 35.021313129351654, -85.34063299218019, 35.02555766115, -85.33818241060374, 35.02980219294841, -85.333281247451, 35.02980219294841, -85.3308306658746, 35.02555766115","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,18,35.02555766,-85.33573183
172,304,U-23,"-85.31612717641616, 35.02555766115, -85.31857775799256, 35.021313129351654, -85.32347892114541, 35.021313129351654, -85.32592950272175, 35.02555766115, -85.32347892114541, 35.02980219294841, -85.31857775799256, 35.02980219294841, -85.31612717641616, 35.02555766115","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,11,35.02555766,-85.32102834
173,679,V-23,"-85.30877543168691, 35.02980219294841, -85.31122601326342, 35.02555766115, -85.31612717641616, 35.02555766115, -85.31857775799256, 35.02980219294841, -85.31612717641616, 35.034046724746986, -85.31122601326342, 35.034046724746986, -85.30877543168691, 35.02980219294841","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.31367659
174,221,W-23,"-85.30142368695783, 35.02555766115, -85.30387426853423, 35.021313129351654, -85.30877543168691, 35.021313129351654, -85.31122601326342, 35.02555766115, -85.30877543168691, 35.02980219294841, -85.30387426853423, 35.02980219294841, -85.30142368695783, 35.02555766115","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",8,2,11,35.02555766,-85.30632485
175,159,X-23,"-85.29407194222858, 35.02980219294841, -85.29652252380498, 35.02555766115, -85.30142368695783, 35.02555766115, -85.30387426853417, 35.02980219294841, -85.30142368695783, 35.034046724746986, -85.29652252380498, 35.034046724746986, -85.29407194222858, 35.02980219294841","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.29897311
176,90,Y-23,"-85.28672019749939, 35.02555766115, -85.28917077907573, 35.021313129351654, -85.29407194222858, 35.021313129351654, -85.29652252380498, 35.02555766115, -85.29407194222858, 35.02980219294841, -85.28917077907573, 35.02980219294841, -85.28672019749939, 35.02555766115","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.29162136
177,175,Z-23,"-85.27936845277014, 35.02980219294841, -85.28181903434665, 35.02555766115, -85.28672019749939, 35.02555766115, -85.28917077907573, 35.02980219294841, -85.28672019749939, 35.034046724746986, -85.28181903434665, 35.034046724746986, -85.27936845277014, 35.02980219294841","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.28426962
178,215,AA-23,"-85.27201670804106, 35.02555766115, -85.2744672896174, 35.021313129351654, -85.27936845277014, 35.021313129351654, -85.28181903434665, 35.02555766115, -85.27936845277014, 35.02980219294841, -85.2744672896174, 35.02980219294841, -85.27201670804106, 35.02555766115","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.27691787
179,203,AB-23,"-85.26466496331182, 35.02980219294841, -85.26711554488821, 35.02555766115, -85.27201670804106, 35.02555766115, -85.2744672896174, 35.02980219294841, -85.27201670804106, 35.034046724746986, -85.26711554488821, 35.034046724746986, -85.26466496331182, 35.02980219294841","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.26956613
180,34,AC-23,"-85.25731321858262, 35.02555766115, -85.25976380015896, 35.021313129351654, -85.26466496331182, 35.021313129351654, -85.26711554488821, 35.02555766115, -85.26466496331182, 35.02980219294841, -85.25976380015896, 35.02980219294841, -85.25731321858262, 35.02555766115","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.26221438
181,170,AD-23,"-85.24996147385338, 35.02980219294841, -85.25241205542983, 35.02555766115, -85.25731321858262, 35.02555766115, -85.25976380015896, 35.02980219294841, -85.25731321858262, 35.034046724746986, -85.25241205542983, 35.034046724746986, -85.24996147385338, 35.02980219294841","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.25486264
182,485,AE-23,"-85.24260972912424, 35.02555766115, -85.24506031070064, 35.021313129351654, -85.24996147385338, 35.021313129351654, -85.25241205542983, 35.02555766115, -85.24996147385338, 35.02980219294841, -85.24506031070064, 35.02980219294841, -85.24260972912424, 35.02555766115","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.24751089
183,69,AF-23,"-85.23525798439505, 35.02980219294841, -85.23770856597139, 35.02555766115, -85.24260972912424, 35.02555766115, -85.24506031070064, 35.02980219294841, -85.24260972912424, 35.034046724746986, -85.23770856597139, 35.034046724746986, -85.23525798439505, 35.02980219294841","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.24015915
184,40,AG-23,"-85.2279062396658, 35.02555766115, -85.2303568212422, 35.021313129351654, -85.23525798439505, 35.021313129351654, -85.23770856597139, 35.02555766115, -85.23525798439505, 35.02980219294841, -85.2303568212422, 35.02980219294841, -85.2279062396658, 35.02555766115","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.2328074
185,34,AH-23,"-85.22055449493655, 35.02980219294841, -85.22300507651306, 35.02555766115, -85.2279062396658, 35.02555766115, -85.2303568212422, 35.02980219294841, -85.2279062396658, 35.034046724746986, -85.22300507651306, 35.034046724746986, -85.22055449493655, 35.02980219294841","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.22545566
186,57,AI-23,"-85.21320275020747, 35.02555766115, -85.21565333178387, 35.021313129351654, -85.22055449493655, 35.021313129351654, -85.22300507651306, 35.02555766115, -85.22055449493655, 35.02980219294841, -85.21565333178387, 35.02980219294841, -85.21320275020747, 35.02555766115","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.21810391
187,0,AJ-23,"-85.20585100547828, 35.02980219294841, -85.20830158705462, 35.02555766115, -85.21320275020747, 35.02555766115, -85.21565333178387, 35.02980219294841, -85.21320275020747, 35.034046724746986, -85.20830158705462, 35.034046724746986, -85.20585100547828, 35.02980219294841","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.21075217
188,3,AK-23,"-85.19849926074903, 35.02555766115, -85.20094984232549, 35.021313129351654, -85.20585100547828, 35.021313129351654, -85.20830158705462, 35.02555766115, -85.20585100547828, 35.02980219294841, -85.20094984232549, 35.02980219294841, -85.19849926074903, 35.02555766115","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.20340042
189,24,AL-23,"-85.1911475160199, 35.02980219294841, -85.1935980975963, 35.02555766115, -85.19849926074903, 35.02555766115, -85.20094984232549, 35.02980219294841, -85.19849926074903, 35.034046724746986, -85.1935980975963, 35.034046724746986, -85.1911475160199, 35.02980219294841","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.19604868
190,146,AM-23,"-85.1837957712907, 35.02555766115, -85.18624635286704, 35.021313129351654, -85.1911475160199, 35.021313129351654, -85.1935980975963, 35.02555766115, -85.1911475160199, 35.02980219294841, -85.18624635286704, 35.02980219294841, -85.1837957712907, 35.02555766115","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.18869693
191,535,AN-23,"-85.17644402656146, 35.02980219294841, -85.17889460813785, 35.02555766115, -85.1837957712907, 35.02555766115, -85.18624635286704, 35.02980219294841, -85.1837957712907, 35.034046724746986, -85.17889460813785, 35.034046724746986, -85.17644402656146, 35.02980219294841","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",5,2,14,35.02980219,-85.18134519
192,336,AO-23,"-85.16909228183226, 35.02555766115, -85.17154286340872, 35.021313129351654, -85.17644402656146, 35.021313129351654, -85.17889460813785, 35.02555766115, -85.17644402656146, 35.02980219294841, -85.17154286340872, 35.02980219294841, -85.16909228183226, 35.02555766115","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,11,35.02555766,-85.17399344
193,250,AP-23,"-85.16174053710313, 35.02980219294841, -85.16419111867953, 35.02555766115, -85.16909228183226, 35.02555766115, -85.17154286340872, 35.02980219294841, -85.16909228183226, 35.034046724746986, -85.16419111867953, 35.034046724746986, -85.16174053710313, 35.02980219294841","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.1666417
194,659,AQ-23,"-85.15438879237394, 35.02555766115, -85.15683937395028, 35.021313129351654, -85.16174053710313, 35.021313129351654, -85.16419111867953, 35.02555766115, -85.16174053710313, 35.02980219294841, -85.15683937395028, 35.02980219294841, -85.15438879237394, 35.02555766115","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,19,35.02555766,-85.15928996
195,648,AR-23,"-85.14703704764469, 35.02980219294841, -85.14948762922103, 35.02555766115, -85.15438879237388, 35.02555766115, -85.15683937395028, 35.02980219294841, -85.15438879237388, 35.034046724746986, -85.14948762922103, 35.034046724746986, -85.14703704764469, 35.02980219294841","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,17,35.02980219,-85.15193821
196,37,AS-23,"-85.13968530291544, 35.02555766115, -85.14213588449195, 35.021313129351654, -85.14703704764469, 35.021313129351654, -85.14948762922103, 35.02555766115, -85.14703704764469, 35.02980219294841, -85.14213588449195, 35.02980219294841, -85.13968530291544, 35.02555766115","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.02555766115, 35.021313129351654, 35.021313129351654, 35.02555766115, 35.02980219294841, 35.02980219294841, 35.02555766115",2,2,16,35.02555766,-85.14458647
197,27,AT-23,"-85.13233355818636, 35.02980219294841, -85.1347841397627, 35.02555766115, -85.13968530291544, 35.02555766115, -85.14213588449195, 35.02980219294841, -85.13968530291544, 35.034046724746986, -85.1347841397627, 35.034046724746986, -85.13233355818636, 35.02980219294841","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.02980219294841, 35.02555766115, 35.02555766115, 35.02980219294841, 35.034046724746986, 35.034046724746986, 35.02980219294841",2,2,19,35.02980219,-85.13723472
