,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Unix
1254,,34.9991999388,-85.2634280655,2019-03-02,00:57:16,,330C001001,0.023,,cloudy,Overcast,cloudy,Overcast,0,58.73,61.29,51.49,,,,55.69,0.9,3,5,5.05,0.97,rain,0.0089,0.0759,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1253,,35.0048597624,-85.3119157718,2019-03-02,00:06:59,,330A803001,0.088,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,0,59.43,61.75,51.06,,,,55.39,0.86,3,5,3.06,0.91,rain,0.0108,0.0762,1551441600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,
1252,,35.0833544383,-85.1930489765,2019-03-02,00:06:59,,330D263001,0.351,,cloudy,Overcast,cloudy,Overcast,0,59.33,61.17,51.22,,,,55.43,0.87,3,5,6.11,0.98,rain,0.0099,0.0808,1551441600,0,1,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,24,15,
1251,,34.9904332241,-85.229522304,2019-03-02,00:05:31,,330B895001,0,,cloudy,Overcast,cloudy,Overcast,0,59.58,62,52.2,,,,55.98,0.88,3,5,4.83,0.97,rain,0.0092,0.0801,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1250,,35.4253732164,-85.0463810249,2019-03-01,23:36:34,,3301151002,0.007,,cloudy,Overcast,cloudy,Overcast,23,46.36,59.75,46.36,,,,40.93,0.81,3,4,10,0.96,rain,0.0119,0.0634,1551448800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,8,100,16,16,6,
1249,,35.0689041583,-85.3103895469,2019-03-01,22:04:57,,330A312001,0.032,,cloudy,Overcast,cloudy,Overcast,22,50.62,60.66,50.45,,,,42.8,0.74,3,4,4.99,0.98,rain,0.0101,0.0805,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1248,,35.0705799624,-85.0822795728,2019-03-01,21:54:00,,330E211001,0.033,,cloudy,Overcast,cloudy,Overcast,21,52.68,61.11,51.7,,,,44.4,0.73,3,4,6.5,0.97,rain,0.0116,0.0834,1551441600,0,1,0,0,0,0,2,7,0,,1,,2,2,11,2,19,,,16,15,
1247,,35.1806522936,-85.2150415599,2019-03-01,21:34:29,,330D042001,0.089,,cloudy,Overcast,cloudy,Overcast,21,50.1,60.43,50.1,,,,42.75,0.76,3,4,7.1,0.92,rain,0.0101,0.076,1551441600,0,1,0,0,0,0,2,7,0,,2,35,2,2,11,2,19,,,26,15,
1246,,35.2435103036,-85.0075533324,2019-03-01,21:34:25,,330E159001,2.434,,cloudy,Overcast,cloudy,Overcast,21,49.32,60.93,48.23,,,,44.25,0.83,3,4,10,0.97,rain,0.0157,0.0937,1551448800,0,1,0,0,0,0,2,7,0,,2,40,2,2,11,2,9,,,18,15,
1245,,35.0718131071,-85.2844428455,2019-03-01,21:33:58,,330A196001,0.037,,cloudy,Overcast,cloudy,Overcast,21,51.3,61.13,50.77,,,,43.41,0.74,3,4,3.17,0.98,rain,0.0096,0.0787,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1244,,35.1702794738,-85.099130148,2019-03-01,21:24:27,,330E791001,0.078,,cloudy,Overcast,cloudy,Overcast,21,51.16,59.94,50.52,,,,44.11,0.77,3,4,9.28,0.93,rain,0.0128,0.0756,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1243,,35.0660374907,-85.2972388816,2019-03-01,21:15:32,,330A223001,0.149,,cloudy,Overcast,cloudy,Overcast,21,51.04,60.84,50.58,,,,43.44,0.75,3,4,3.13,0.98,rain,0.0098,0.0805,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,26,15,
1242,,35.2268482386,-85.2160843163,2019-03-01,21:14:03,,330D599001,0.133,,cloudy,Overcast,cloudy,Overcast,21,49.13,59.78,49.13,,,,42.33,0.77,3,4,7.53,0.92,rain,0.0103,0.0679,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,16,15,
1241,,35.1442504828,-85.0758205928,2019-03-01,20:59:23,,330F776001,0.019,,cloudy,Overcast,cloudy,Overcast,20,53.33,61.11,51.29,,,,44.66,0.72,3,4,9.23,0.93,rain,0.0131,0.0769,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,28,15,
1240,,35.0119302603,-85.1751091904,2019-03-01,19:54:49,,330E413001,0,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,19,55.21,61.89,52.09,,,,45.65,0.7,3,4,7.69,0.97,rain,0.0098,0.084,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1239,,34.9865440164,-85.3243064781,2019-03-01,19:53:14,,330A769001,0.01,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,19,54.08,61.55,50.84,,,,45.7,0.73,3,4,6.31,0.91,rain,0.0111,0.0754,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1238,,35.0439192863,-85.2659882323,2019-03-01,19:13:31,,330A693001,0.231,,cloudy,Overcast,cloudy,Overcast,19,54.08,61.51,51.28,,,,45.43,0.72,3,4,7.58,0.98,rain,0.0093,0.0796,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1237,,35.1940976235,-85.1656181376,2019-03-01,19:08:38,,330D119001,0,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,19,53.64,59.62,50.74,,,,44.08,0.7,3,4,9.3,0.93,rain,0.0112,0.0676,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1236,,35.0419091711,-85.3183097581,2019-03-01,19:04:59,,330A371001,0.091,,partly-cloudy-night,Mostly Cloudy,cloudy,Overcast,19,53.72,61,50.79,,,,45.35,0.73,3,4,6.93,0.91,rain,0.0107,0.0759,1551441600,0,1,0,0,0,0,2,7,0,1,1,,2,2,12,4,19,,,18,15,
1235,,35.075310409,-85.2448876674,2019-03-01,19:00:38,,330B474001,0.748,,cloudy,Overcast,cloudy,Overcast,19,53.52,61.05,50.85,,,,45.18,0.73,3,4,8,0.98,rain,0.0092,0.08,1551441600,0,1,0,0,0,0,2,7,0,,2,25,1,1,12,4,19,,,12,15,
1234,,34.9980360885,-85.0078935188,2019-03-01,18:45:25,,330F693001,0.016,,cloudy,Overcast,cloudy,Overcast,18,57.56,61.78,51.57,,,,50.11,0.76,3,4,6.68,0.97,rain,0.0122,0.0923,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,20,15,
1233,,35.1656895758,-85.2391782914,2019-03-01,18:41:02,,330C980001,0,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,18,55.01,60.61,50.06,,,,45.92,0.71,3,4,8.43,0.92,rain,0.0095,0.0763,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1232,,34.9991096365,-85.2847965566,2019-03-01,18:14:29,,330C371001,0.049,,cloudy,Overcast,cloudy,Overcast,18,55.93,61.57,51.51,,,,47.67,0.74,3,4,7.49,0.94,rain,0.0097,0.0713,1551441600,0,1,0,0,0,0,2,7,0,,2,,1,1,12,4,19,,,10,6,
1231,,35.1362195114,-85.1953102083,2019-03-01,17:53:32,,330E929001,0,,cloudy,Overcast,cloudy,Overcast,17,58.49,59.61,50.68,,,,51.3,0.77,3,4,8.52,0.92,rain,0.0101,0.0792,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1230,,35.0139120204,-85.1659766224,2019-03-01,17:52:53,,330E395001,0.085,,cloudy,Overcast,cloudy,Overcast,17,59.8,61.93,52.19,,,,51.7,0.75,3,4,7.82,0.97,rain,0.01,0.0843,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1229,,35.2741208458,-85.0489214536,2019-03-01,17:48:28,,330E756001,0.303,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,17,59.44,60.04,47.58,,,,51.54,0.75,3,4,9.93,0.97,rain,0.0146,0.0813,1551448800,0,1,0,0,0,0,2,0,0,,2,25,2,2,11,2,9,,,14,6,
1228,,35.0475661546,-85.2585038133,2019-03-01,17:37:34,,330B557001,0.014,,cloudy,Overcast,cloudy,Overcast,17,58.02,62.02,51.12,,,,49.99,0.75,3,4,5.75,0.98,rain,0.0092,0.0797,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1227,,35.3024959369,-85.128916451,2019-03-01,17:33:28,,330D536001,0.588,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,17,57.95,58.31,45.77,,,,50.56,0.76,3,4,9.04,0.94,rain,0.0119,0.0614,1551445200,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,14,15,
1226,,35.1054766525,-85.2595586702,2019-03-01,17:31:57,,330A112001,0.03,,cloudy,Overcast,cloudy,Overcast,17,58.69,61.14,50.66,,,,50.85,0.75,3,4,6.24,0.98,rain,0.009,0.0801,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,14,15,
1225,,35.0370823647,-85.0821625436,2019-03-01,17:31:46,,330D915001,0.034,,cloudy,Overcast,cloudy,Overcast,17,59.69,61.56,51.81,,,,52.3,0.77,3,4,7.61,0.97,rain,0.0113,0.0858,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,22,15,
1224,,35.0429691018,-85.1095694596,2019-03-01,17:31:42,,330F450001,0.077,,cloudy,Overcast,cloudy,Overcast,17,59.19,61.33,51.53,,,,52.05,0.77,3,4,7.77,0.97,rain,0.0109,0.0849,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1223,,35.0167543563,-85.3099620154,2019-03-01,17:04:04,,330A875001,0.192,,cloudy,Overcast,cloudy,Overcast,17,58.6,61.67,50.97,,,,49.81,0.73,3,4,5.02,0.91,rain,0.0107,0.0763,1551441600,0,1,0,0,0,0,2,5,0,1,2,30,2,2,12,4,19,,,34,15,
1222,,35.0867906632,-85.1749258786,2019-03-01,17:03:53,,330F859001,0.045,,cloudy,Overcast,cloudy,Overcast,17,58.92,60.81,51.28,,,,50.33,0.73,3,4,8.26,0.97,rain,0.01,0.0781,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,22,15,
1221,,34.9967746865,-85.1427240516,2019-03-01,16:42:53,,330E570001,0.014,,cloudy,Overcast,cloudy,Overcast,16,61.29,62.13,52.29,,,,54.17,0.77,3,4,7.83,0.97,rain,0.0102,0.0859,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1220,,35.0558532414,-85.3555351113,2019-03-01,16:38:01,,330C085001,1.15,,cloudy,Overcast,cloudy,Overcast,16,58.75,60.32,50.12,,,,52.31,0.79,3,4,5,0.91,rain,0.0118,0.0748,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,
1219,,35.2882553601,-84.9942586574,2019-03-01,16:35:51,,3302160001,3.301,,cloudy,Overcast,cloudy,Overcast,16,60.37,60.37,48.48,,,,55.61,0.84,3,4,10,0.97,rain,0.0154,0.0914,1551448800,0,1,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,920,14,20,15,
1218,,35.1383669116,-85.3234653041,2019-03-01,16:34:30,,330C229001,0.003,,cloudy,Overcast,cloudy,Overcast,16,53.85,55.55,47.24,,,,51.35,0.91,3,4,7.74,0.91,rain,0.0102,0.0711,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1217,,35.0247524953,-85.2659749134,2019-03-01,16:34:06,,330A535001,0.066,,cloudy,Overcast,cloudy,Overcast,16,59.9,61.41,51.35,,,,53.09,0.78,3,4,8.12,0.97,rain,0.0089,0.0765,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1216,,35.0224033517,-85.1694429402,2019-03-01,16:33:05,,330C349001,0.034,,cloudy,Overcast,cloudy,Overcast,16,60.88,61.84,52.06,,,,53.87,0.78,3,4,8.04,0.97,rain,0.0099,0.0839,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,14,15,
1215,,35.1526965153,-85.2011491684,2019-03-01,16:28:51,,330G025001,0.033,,cloudy,Overcast,cloudy,Overcast,16,59.79,60.62,50.65,,,,53.19,0.79,3,4,8.35,0.92,rain,0.0103,0.077,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,
1214,,35.0799943195,-85.2023964537,2019-03-01,16:27:19,,330D217001,0.011,,cloudy,Overcast,cloudy,Overcast,16,59.89,61.16,51.16,,,,53.32,0.79,3,4,7.89,0.98,rain,0.0095,0.0812,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1213,,35.0311760703,-85.2646451711,2019-03-01,16:26:40,,330A523001,0.076,,cloudy,Overcast,cloudy,Overcast,16,59.94,61.42,51.32,,,,53.07,0.78,3,4,8.12,0.97,rain,0.0089,0.0766,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,30,15,
1212,,35.0076282579,-85.2248962915,2019-03-01,16:25:34,,330B226001,0,,cloudy,Overcast,cloudy,Overcast,16,60.61,61.94,51.96,,,,53.46,0.77,3,4,8.22,0.97,rain,0.0091,0.0804,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1211,,35.29421278,-84.9906967761,2019-03-01,16:20:58,,330E161001,0.182,,cloudy,Overcast,cloudy,Overcast,16,60.41,60.41,48.5,,,,55.61,0.84,3,4,10,0.97,rain,0.0154,0.0897,1551448800,0,1,0,0,0,0,2,7,0,,2,35,2,2,11,2,9,,,16,6,
1210,,35.0408093588,-85.234357642,2019-03-01,16:16:09,,330B361001,0.457,,cloudy,Overcast,cloudy,Overcast,16,60.02,61.45,51.41,,,,53.22,0.78,3,4,8.2,0.97,rain,0.0092,0.0777,1551441600,0,1,0,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,16,15,
1209,,35.0609665155,-85.1577452697,2019-03-01,16:06:35,,330E493001,0.026,,cloudy,Overcast,cloudy,Overcast,16,60.71,61.51,51.73,,,,53.79,0.78,3,4,8.11,0.97,rain,0.0103,0.0828,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,28,15,
1208,,35.1215643685,-85.2727569202,2019-03-01,16:04:20,,330C698001,0.114,,cloudy,Overcast,cloudy,Overcast,16,59.09,60.47,50.05,,,,52.6,0.79,3,4,8.02,0.98,rain,0.0096,0.0778,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,24,15,
1207,,35.0818206409,-85.2097980939,2019-03-01,15:53:03,,330F867001,0.016,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,59.95,61.07,51.09,,,,53.61,0.8,3,4,10,0.98,rain,0.0094,0.0811,1551441600,0,1,0,0,0,0,2,2,0,1,2,,2,2,12,4,19,,,28,15,
1206,,35.0652194544,-85.3025560945,2019-03-01,15:39:29,,330A270001,0.296,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,59.48,60.79,50.55,,,,52.89,0.79,3,4,10,0.98,rain,0.0099,0.0805,1551441600,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,28,15,
1205,,34.9969609139,-85.2598417791,2019-03-01,15:38:45,,330B843001,0.041,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,60.13,61.45,51.59,,,,53.93,0.8,3,4,10,0.97,rain,0.0088,0.0759,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1204,,35.0152360404,-85.2549415547,2019-03-01,15:25:09,,330C285001,0.002,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,60,61.31,51.45,,,,53.82,0.8,3,4,10,0.97,rain,0.0087,0.0763,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1203,,35.0358193829,-85.100861149,2019-03-01,15:22:34,,330E218001,0.119,,cloudy,Overcast,cloudy,Overcast,15,60.8,61.24,51.5,,,,54.89,0.81,3,4,10,0.97,rain,0.011,0.0854,1551441600,0,1,0,0,0,0,2,7,0,,2,25,2,2,11,2,19,,,26,15,
1202,,35.0461683408,-85.2723933803,2019-03-01,15:21:46,,330B590001,0,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,60.24,61.52,51.29,,,,53.36,0.78,3,4,10,0.98,rain,0.0092,0.0811,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1201,,35.0095432676,-85.2727783877,2019-03-01,15:20:11,,330B653001,0,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,59.85,61.19,51.32,,,,53.7,0.8,3,4,10,0.97,rain,0.0092,0.0762,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1200,,35.0041373212,-85.2550579942,2019-03-01,15:07:27,,330B719001,0.06,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,60.13,61.44,51.6,,,,53.92,0.8,3,4,10,0.97,rain,0.0087,0.076,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,20,15,
1199,,34.9855222781,-85.2708791128,2019-03-01,15:02:50,,330B326001,0.001,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,59.86,61.2,51.36,,,,53.88,0.81,3,4,10,0.97,rain,0.009,0.0756,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1198,,35.0235667474,-85.3750668786,2019-03-01,15:00:33,,330C384001,0.058,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,15,59.66,60.97,50.06,,,,52.58,0.77,3,4,10,0.91,rain,0.0128,0.0803,1551445200,0,1,0,0,0,0,2,0,0,,2,,1,1,12,4,19,,,12,15,
1197,,35.2628618531,-85.0122459109,2019-03-01,14:38:26,,330E752001,0.025,,cloudy,Overcast,cloudy,Overcast,14,56.85,60.28,47.78,,,,55.64,0.96,3,4,9.8,0.97,rain,0.0155,0.0927,1551448800,0,1,0,0,0,0,2,7,0,,2,25,2,2,11,2,9,,,20,15,
1196,,35.1272337355,-85.3549995675,2019-03-01,14:34:44,,330C451001,0.05,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,55.55,55.64,47.14,,,,54.11,0.95,3,4,5.54,0.91,rain,0.0106,0.0657,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,14,15,
1195,,35.1118400763,-85.3476809104,2019-03-01,14:33:12,,330C420001,0.004,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,56.46,56.81,47.97,,,,54.44,0.93,3,4,5.47,0.91,rain,0.0112,0.0757,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1194,,34.9932716536,-85.2297150803,2019-03-01,14:31:38,,330B898001,0.174,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,61.99,61.99,52.2,,,,56.97,0.84,3,4,6.34,0.97,rain,0.0092,0.0801,1551441600,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,20,15,
1193,,35.1726846951,-85.2766876701,2019-03-01,14:23:17,,330C594001,0.464,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,59.9,59.9,49.3,,,,55.29,0.85,3,4,5.87,0.91,rain,0.0095,0.0702,1551441600,0,1,0,0,0,0,2,0,0,,2,30,1,1,11,2,19,,,12,15,
1192,,35.0437163383,-85.2914174191,2019-03-01,14:18:24,,330A358001,0,,partly-cloudy-day,Mostly Cloudy,cloudy,Overcast,14,61.28,61.28,51.11,,,,56.07,0.83,3,4,6.08,0.98,rain,0.0098,0.0804,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1191,,35.1489410784,-85.1879734254,2019-03-01,13:47:58,,330E723001,0.04,,cloudy,Overcast,cloudy,Overcast,13,57.98,60.31,50.73,,,,55.92,0.93,3,4,5.13,0.92,rain,0.0105,0.0768,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1190,,34.9963453404,-85.2572421069,2019-03-01,13:42:14,,330B943001,0.266,,cloudy,Overcast,cloudy,Overcast,13,59.1,61.54,51.65,,,,56.85,0.92,3,4,6.48,0.97,rain,0.0087,0.0758,1551441600,0,1,0,0,0,0,2,7,0,1,1,20,2,2,12,4,19,,,20,15,
1189,,35.0491163464,-85.2698893747,2019-03-01,13:41:29,,330B594001,0,,cloudy,Overcast,cloudy,Overcast,13,59.26,61.5,51.26,,,,56.08,0.89,3,4,5.69,0.98,rain,0.0094,0.0796,1551441600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1188,,35.0302773611,-85.2648579317,2019-03-01,13:25:47,,330A524001,0.008,,cloudy,Overcast,cloudy,Overcast,13,59.09,61.42,51.33,,,,56.4,0.91,3,4,6.38,0.97,rain,0.0089,0.0766,1551441600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1187,,35.0307642026,-85.1660665303,2019-03-01,13:25:03,,330E456001,0.063,,cloudy,Overcast,cloudy,Overcast,13,59.6,61.73,51.95,,,,56.99,0.91,3,4,5.13,0.97,rain,0.01,0.0833,1551441600,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1186,,35.0796544734,-85.1813207287,2019-03-01,12:44:54,,330D262001,0.396,,rain,Light Rain,cloudy,Overcast,12,57.81,61.12,51.28,,,,56.79,0.96,3,4,4.26,0.97,rain,0.0099,0.0781,1551441600,0,0,1,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,18,15,
1185,,35.1477535178,-85.062012937,2019-03-01,12:42:43,,330F659001,0,,rain,Light Rain,cloudy,Overcast,12,57.93,61.32,51.09,,,,56.15,0.94,3,4,5.14,0.93,rain,0.0134,0.0763,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1184,,35.0342386326,-85.3185360767,2019-03-01,12:40:14,,33I0124001,0.375,,rain,Light Rain,cloudy,Overcast,12,57.61,61.1,50.94,,,,56.27,0.95,3,4,4.08,0.91,rain,0.0108,0.0758,1551441600,0,0,1,0,0,0,2,5,2,1,2,55,6,8,2,1,11,75180,10,36,15,
1183,,35.144843396,-85.3355655654,2019-03-01,12:35:49,,330C495001,0.043,,rain,Light Rain,cloudy,Overcast,12,52.96,55.24,46.96,,,,52.96,1,3,4,3.68,0.91,rain,0.0104,0.071,1551441600,0,0,1,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1182,,35.10601944,-85.1072300361,2019-03-01,12:31:13,,330E864001,0,,rain,Light Rain,cloudy,Overcast,12,56.59,60.1,50.64,,,,56.59,1,3,4,4.5,0.97,rain,0.0114,0.0809,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1181,,35.0806394088,-85.264490358,2019-03-01,12:30:27,,330A467001,0,,rain,Light Rain,cloudy,Overcast,12,57.95,61.29,51.1,,,,56.22,0.94,3,4,4.37,0.98,rain,0.0093,0.0802,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1180,,35.259752031,-85.2071242739,2019-03-01,12:26:39,,3302217001,0.157,,rain,Light Rain,cloudy,Overcast,12,52.03,55.23,46.48,,,,52.03,1,3,4,5.23,0.93,rain,0.0102,0.0544,1551441600,0,0,1,0,0,0,2,0,0,,2,,2,2,11,2,8,430,15,16,15,
1179,,35.0457560505,-85.2618412191,2019-03-01,12:23:54,,330B563001,0.105,,rain,Light Rain,cloudy,Overcast,12,57.69,61.34,51.18,,,,56.67,0.96,3,4,4.44,0.98,rain,0.0092,0.0796,1551441600,0,0,1,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,
1178,,35.0709248165,-85.1672584334,2019-03-01,12:15:53,,330D239001,0.217,,rain,Light Rain,cloudy,Overcast,12,57.93,61.19,51.5,,,,56.92,0.96,3,4,4.18,0.97,rain,0.0102,0.081,1551441600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1177,,35.2509357292,-85.1015679976,2019-03-01,12:15:55,,330G135001,0,,rain,Light Rain,cloudy,Overcast,12,55.92,59.86,48.77,,,,54.7,0.96,3,4,6.09,0.94,rain,0.0133,0.0642,1551445200,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1176,,35.0764630517,-85.2628600283,2019-03-01,12:08:25,,330A593001,0.259,,rain,Light Rain,cloudy,Overcast,12,57.99,61.37,51.02,,,,56.29,0.94,3,4,4.38,0.98,rain,0.0092,0.079,1551441600,0,0,1,0,0,0,2,2,0,1,2,,2,2,12,4,19,,,36,15,
1175,,35.0099913639,-85.2670719107,2019-03-01,11:50:01,,330B213001,0.044,,rain,Light Rain,cloudy,Overcast,11,55.89,60.77,51.16,,,,55.89,1,3,4,10,0.97,rain,0.009,0.0762,1551441600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,14,15,
1174,,35.0213155135,-85.1225598947,2019-03-01,11:50:01,,330E338001,0.071,,rain,Light Rain,cloudy,Overcast,11,57.1,61.25,51.86,,,,57.1,1,3,4,9.7,0.97,rain,0.0106,0.0858,1551441600,0,0,1,0,0,0,2,0,0,,2,,2,2,12,4,19,,,27,15,
1173,,35.040427238,-85.1222504714,2019-03-01,11:50:00,,330E255001,0.045,,rain,Light Rain,cloudy,Overcast,11,57.25,61.15,51.71,,,,57.11,0.99,3,4,9.62,0.97,rain,0.0107,0.0846,1551441600,0,0,1,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1172,,35.0049142359,-85.0920430242,2019-03-01,11:47:05,,330F361001,0,,rain,Light Rain,cloudy,Overcast,11,58.35,62.18,51.97,,,,57.68,0.98,3,4,9.52,0.97,rain,0.011,0.0875,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1171,,35.0654584585,-85.0809503565,2019-03-01,11:46:28,,330F927001,0,,rain,Light Rain,cloudy,Overcast,11,57.55,61.18,51.75,,,,57.03,0.98,3,4,9.23,0.97,rain,0.0116,0.0837,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
1170,,35.0046637292,-85.3094530765,2019-03-01,11:46:14,,330A797001,0.023,,rain,Light Rain,cloudy,Overcast,11,57.36,61.79,51.11,,,,56.13,0.96,3,4,10,0.91,rain,0.0108,0.0762,1551441600,0,0,1,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,30,15,
1169,,35.1122359746,-85.2605978936,2019-03-01,11:39:25,,330A101001,0.192,,rain,Light Rain,cloudy,Overcast,11,56.51,60.98,50.49,,,,55.34,0.96,3,4,10,0.98,rain,0.0091,0.08,1551441600,0,0,1,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,16,15,
1168,,35.1247384888,-85.1979422157,2019-03-01,11:31:11,,330E914001,0,,rain,Light Rain,cloudy,Overcast,11,56.06,60.77,50.8,,,,55.63,0.98,3,4,9.71,0.98,rain,0.0102,0.0791,1551441600,0,0,1,0,0,0,,,,,,,,,,,,,,,,
